STATEFP,COUNTYFP,TRACTCE,GEOID,geometry
36,067,015702,36067015702,"POLYGON ((413611.1753586968 4757566.044545293, 413699.2551480943 4757571.488043566, 413796.3803165973 4757576.263582895, 413781.0943227836 4757897.882589067, 413766.5030001709 4758190.282554081, 413765.3448359774 4758221.395802198, 413749.1701238049 4758562.796363893, 413746.0681631559 4758627.365204383, 413728.5548420089 4758991.773782073, 413734.5282847712 4759071.111381679, 413726.8362363005 4759146.733708602, 413710.8548412945 4759392.948177806, 413705.7181981256 4759528.958825763, 413705.4760017862 4759535.62589448, 414315.5877678822 4759568.28517021, 415074.1471704216 4759604.821114618, 416306.3081367036 4759669.62458118, 416547.4170945928 4759682.34343285, 416559.5757091503 4759683.083853371, 416590.8255795615 4759684.702477258, 417030.1741135168 4759705.467607687, 418172.7520462797 4759756.364307745, 418737.8944711987 4759776.514663585, 419042.6564407059 4759787.78883785, 419193.4142385818 4759794.116533337, 419772.7353469256 4759814.29589799, 419962.8028797299 4759821.512987423, 420029.3752562189 4759824.73379498, 420222.1091431584 4759829.927778185, 420259.5633975239 4759832.379351773, 420426.4825553906 4759840.434101114, 420996.4030752699 4759866.601258054, 421043.7226562062 4759869.05439695, 421063.7882556068 4759869.711653596, 421221.8913520506 4759877.109882395, 421229.9855871276 4759886.124037995, 421244.1103234026 4759901.954826202, 421258.0425840363 4759915.233385799, 421264.7850964441 4759920.153756157, 421277.2803047773 4759929.006316797, 421300.9686475156 4759939.840504637, 421337.6168139282 4759950.303804694, 421460.6172620637 4759982.655792013, 421504.6161235421 4759994.257396857, 421530.539472291 4760000.957393237, 421530.9955416358 4759998.064510343, 421539.5425280225 4759939.880251697, 421551.3110137394 4759892.432302068, 421712.1833758635 4759899.699039324, 421770.0943048622 4759901.480824114, 421902.2438863073 4759906.858829379, 421918.3947519331 4759907.452154026, 422267.5921718189 4759920.029057671, 422423.8771940637 4759925.587512729, 423388.7216029139 4759958.154118101, 423729.1690375187 4759969.12623952, 423921.8218217421 4759975.313518972, 424642.4406933648 4759999.444841786, 425103.7612194581 4760014.709554954, 425400.0763854549 4760024.359202292, 425764.7417453909 4760036.501337384, 425771.3426060211 4759915.816325905, 425788.3170799281 4759608.656794002, 425835.9671623331 4758745.300367557, 425836.3746655553 4758737.743748882, 425843.1725785217 4758491.779218775, 425845.3400708406 4758413.235049932, 425870.081944633 4757511.257158614, 425872.7007458466 4757383.841138303, 425876.7641380369 4757186.329659907, 425876.9283669507 4757178.886757692, 425891.7962196085 4756622.529859144, 425892.6801250223 4756606.194268186, 425926.3147155583 4755936.463732292, 425926.4875710985 4755884.485156262, 425934.3935934127 4755710.033500844, 425941.8612095306 4755517.594720661, 425942.2415673986 4755507.484038791, 425942.6843212002 4755495.595703255, 425956.0952602689 4755128.060391152, 425956.352069625 4755121.61607021, 425962.0058273242 4754965.069854416, 425971.7639572294 4754757.835528971, 425978.6288361424 4754554.630711097, 425996.2567035831 4754138.739100688, 426007.9017600797 4753833.751171387, 426020.532459143 4753567.068817707, 426022.7189779062 4753520.066496808, 426033.5368777429 4753327.370381465, 426041.8545695535 4753099.495020351, 426048.0605601502 4752880.083130593, 426049.9660073148 4752822.088893928, 426056.926856172 4752657.532980983, 426062.4484962838 4752571.512530867, 426067.6698880516 4752434.851666799, 426067.7963952603 4752363.216177992, 426066.2998576886 4752330.35833908, 426088.0233410972 4751701.965792301, 425994.6420907959 4751649.440243738, 425800.8580254146 4751537.138723487, 425734.5021856537 4751500.539557893, 425714.8857903806 4751490.756244712, 425659.1333218926 4751468.480996132, 425599.9319439065 4751451.907646112, 425577.590486633 4751446.818786308, 425526.0018151462 4751439.714799017, 425489.4851311396 4751437.334340905, 425427.2157554771 4751439.009707726, 425404.13263832 4751440.815226645, 425354.9141526372 4751449.01316108, 425304.0396168681 4751462.560378917, 425275.4017890099 4751471.534637513, 425240.697762515 4751485.683842473, 425201.3031781167 4751503.882498521, 425173.7908904857 4751518.731154927, 425151.8182854477 4751532.520002586, 425105.97975254 4751566.11584925, 425081.4717870787 4751586.929414026, 425050.455476616 4751617.25427062, 425030.4492575882 4751639.129509331, 424762.2149685145 4751975.46810443, 424726.3252890717 4752022.618140511, 424581.7202079556 4752204.679194559, 424281.1146312393 4752584.374334862, 424255.3075187188 4752612.646466892, 424214.7552254741 4752650.854853505, 424189.4340809335 4752671.347584532, 424157.9253912115 4752693.241500556, 424119.4886022392 4752715.98956643, 424076.7132158764 4752737.564156551, 424026.1642561181 4752757.336994846, 424004.5371279222 4752764.906420217, 423969.2996535249 4752774.292553538, 423952.6856967823 4752777.586289677, 423909.4149134671 4752783.840939008, 423854.7696727204 4752787.445472254, 423817.3949127205 4752788.08223332, 423590.3606191194 4752776.278382816, 423196.1222217589 4752760.464250892, 423056.3940259175 4752753.699195968, 422444.9318726092 4752728.260318265, 421921.9756333613 4752705.866906566, 421700.7459747713 4752695.614241315, 421481.7202544182 4752685.45454268, 421264.6014470818 4752670.837441257, 421169.1249832549 4752665.602476706, 421066.9255485812 4752657.780622551, 421025.8696460004 4752650.700500441, 420980.6041606583 4752639.559751369, 420967.0092931782 4752635.606914639, 420933.7188357579 4752622.440566093, 420875.1150674303 4752594.239402882, 420796.703780828 4752554.272423382, 420695.8127760122 4752504.459221086, 420668.1537664591 4752491.340153716, 420614.1199806448 4752470.30744861, 420440.289254574 4752416.565956388, 420397.9155524141 4752401.619345061, 420363.6266945868 4752387.023466828, 420361.9036405808 4752407.367958556, 420352.0329284681 4752654.153170262, 420350.1607955615 4752739.026973822, 420346.0599534948 4752814.708423133, 420342.5197485216 4752917.593810916, 420335.455216631 4753082.493276795, 420328.8078107172 4753255.162374331, 420318.9220464251 4753254.277553983, 420205.9321369184 4753251.369676082, 420150.7337623109 4753249.12390899, 420095.1557552033 4753249.32639292, 419983.4596038496 4753245.407542536, 419847.7986723623 4753244.102619251, 419803.8939599135 4753244.504354806, 419708.8305617732 4753239.173968725, 419615.0726632876 4753233.82960683, 419482.5638877411 4753229.940520958, 419357.5260432482 4753222.856439742, 419294.6117086418 4753216.932034977, 419254.7556792029 4753214.624154855, 419216.6766385575 4753210.74070391, 419088.7643889186 4753209.137442128, 418832.2577971093 4753203.502726778, 418763.7513501938 4753200.981205479, 418675.0935172823 4753199.143330427, 418637.5523155737 4753199.366066338, 418617.7866480565 4753198.156543516, 418560.3270786515 4753198.060556106, 418494.2857190578 4753196.956302964, 418424.5511661958 4753201.005507853, 418413.5645412456 4753196.804590222, 418406.6344286479 4753190.556322764, 418401.2466570059 4753176.737388079, 418397.4182614608 4753191.110130752, 418386.9114302675 4753206.672913091, 418352.3661554225 4753211.748399811, 418314.0290803338 4753220.534290268, 418255.2320362314 4753238.338062636, 418154.1887112082 4753272.417013586, 417991.6391634274 4753322.780994228, 417979.376636703 4753327.92539009, 417992.7814823301 4753418.393471745, 418006.0593507392 4753491.426046001, 417988.6442420984 4753495.632411591, 417961.0315426533 4753500.182828271, 417896.6216551033 4753505.617675786, 417859.4150982796 4753506.396026939, 417839.2806562228 4753508.414035958, 417822.7460203228 4753511.166453202, 417793.2752514431 4753517.294693102, 417706.9618681237 4753540.541838356, 417670.9871635383 4753548.747747405, 417643.6932680078 4753552.629242285, 417615.2436503523 4753555.414076358, 417434.5499362699 4753548.478049068, 417315.1654015561 4753543.029209813, 417202.3221637941 4753538.614173889, 416941.3921094066 4753524.218565787, 416896.8719575788 4753520.870192504, 416865.416161094 4753518.030244908, 416838.5179450955 4753514.135638824, 416813.8789860934 4753508.103529447, 416779.8740392028 4753496.965024709, 416741.8009766145 4753486.875611731, 416718.3352524692 4753483.384094794, 416677.4962423255 4753480.769922818, 416645.2645768159 4753481.272333553, 416602.4798983656 4753486.456759054, 416531.3389083445 4753502.093109544, 416516.7591030312 4753504.491718874, 416473.62120972 4753507.459956145, 416400.7124985091 4753505.237766194, 416367.4638201086 4753502.644059013, 416290.7809688321 4753498.803049896, 416160.1029419227 4753497.732451328, 416043.3448760627 4753493.717437179, 415887.7695983848 4753485.626314286, 415818.3447023607 4753481.368436307, 415702.7216249675 4753476.78995638, 415634.3668668895 4753473.298245779, 415598.4616208834 4753473.739659913, 415563.6400733997 4753469.392132786, 415525.5789595513 4753467.083821352, 415474.959164017 4753465.596752403, 415444.6543737272 4753463.526573202, 415427.1201860672 4753457.967210127, 415421.4197894369 4753452.373127882, 415415.074264682 4753440.789483358, 415414.0680153123 4753425.363831328, 415413.8600090049 4753408.484496268, 415426.3357965691 4753222.074599277, 415438.8848784377 4752981.908418978, 415442.5499529994 4752934.882768387, 415449.7284359349 4752868.266411663, 415455.1865118204 4752761.354668753, 415459.7645055472 4752629.353108897, 415464.6758597228 4752537.66405265, 415463.3674008242 4752517.577409019, 415458.7359884396 4752499.419784882, 415450.8727862113 4752483.967518152, 415444.3130905434 4752474.94097336, 415429.0360968241 4752454.026788466, 415407.8717696524 4752432.296646874, 415388.2434424591 4752415.989822018, 415364.7385359567 4752403.062782979, 415348.5972849577 4752398.152776621, 415327.4925145225 4752394.525729449, 415234.5761829698 4752386.009524358, 415163.6924839125 4752383.553016797, 415004.4953150903 4752375.19277984, 414887.1016319566 4752367.650689717, 414812.7813792364 4752364.57400339, 414692.6122639633 4752357.069660841, 414583.8137528062 4752351.53619555, 414544.5175922476 4752348.915319532, 414339.9494019136 4752341.912718588, 414073.7277453112 4752326.580088509, 414046.614309332 4752325.58665539, 414022.4887015908 4752322.001409205, 413997.3405466182 4752314.98602304, 413967.4998209951 4752304.808620643, 413935.6389500313 4752289.769781502, 413933.5852339597 4752314.785273919, 413917.3993651388 4752579.879611162, 413903.868213629 4752796.183014501, 413877.4511845084 4753214.898884119, 413868.6050513776 4753355.508067548, 413822.557025813 4754095.22936262, 413821.6908331604 4754104.236580558, 413809.4521716482 4754318.858647622, 413807.6201772067 4754335.430489522, 413752.3450690478 4755254.974762808, 413743.5099746136 4755395.917774406, 413688.9998903859 4756283.689998952, 413674.3472683686 4756519.557358333, 413611.1753586968 4757566.044545293))"
36,067,015701,36067015701,"POLYGON ((413935.6389500313 4752289.769781502, 413967.4998209951 4752304.808620643, 413997.3405466182 4752314.98602304, 414022.4887015908 4752322.001409205, 414046.614309332 4752325.58665539, 414073.7277453112 4752326.580088509, 414339.9494019136 4752341.912718588, 414544.5175922476 4752348.915319532, 414583.8137528062 4752351.53619555, 414692.6122639633 4752357.069660841, 414812.7813792364 4752364.57400339, 414887.1016319566 4752367.650689717, 415004.4953150903 4752375.19277984, 415163.6924839125 4752383.553016797, 415234.5761829698 4752386.009524358, 415327.4925145225 4752394.525729449, 415348.5972849577 4752398.152776621, 415364.7385359567 4752403.062782979, 415388.2434424591 4752415.989822018, 415407.8717696524 4752432.296646874, 415429.0360968241 4752454.026788466, 415444.3130905434 4752474.94097336, 415450.8727862113 4752483.967518152, 415458.7359884396 4752499.419784882, 415463.3674008242 4752517.577409019, 415464.6758597228 4752537.66405265, 415459.7645055472 4752629.353108897, 415455.1865118204 4752761.354668753, 415449.7284359349 4752868.266411663, 415442.5499529994 4752934.882768387, 415438.8848784377 4752981.908418978, 415426.3357965691 4753222.074599277, 415413.8600090049 4753408.484496268, 415414.0680153123 4753425.363831328, 415415.074264682 4753440.789483358, 415421.4197894369 4753452.373127882, 415427.1201860672 4753457.967210127, 415444.6543737272 4753463.526573202, 415474.959164017 4753465.596752403, 415525.5789595513 4753467.083821352, 415563.6400733997 4753469.392132786, 415598.4616208834 4753473.739659913, 415634.3668668895 4753473.298245779, 415702.7216249675 4753476.78995638, 415818.3447023607 4753481.368436307, 415887.7695983848 4753485.626314286, 416043.3448760627 4753493.717437179, 416160.1029419227 4753497.732451328, 416290.7809688321 4753498.803049896, 416367.4638201086 4753502.644059013, 416400.7124985091 4753505.237766194, 416473.62120972 4753507.459956145, 416516.7591030312 4753504.491718874, 416531.3389083445 4753502.093109544, 416602.4798983656 4753486.456759054, 416645.2645768159 4753481.272333553, 416677.4962423255 4753480.769922818, 416718.3352524692 4753483.384094794, 416741.8009766145 4753486.875611731, 416779.8740392028 4753496.965024709, 416813.8789860934 4753508.103529447, 416838.5179450955 4753514.135638824, 416865.416161094 4753518.030244908, 416896.8719575788 4753520.870192504, 416941.3921094066 4753524.218565787, 417202.3221637941 4753538.614173889, 417315.1654015561 4753543.029209813, 417434.5499362699 4753548.478049068, 417615.2436503523 4753555.414076358, 417643.6932680078 4753552.629242285, 417670.9871635383 4753548.747747405, 417706.9618681237 4753540.541838356, 417793.2752514431 4753517.294693102, 417822.7460203228 4753511.166453202, 417839.2806562228 4753508.414035958, 417859.4150982796 4753506.396026939, 417896.6216551033 4753505.617675786, 417961.0315426533 4753500.182828271, 417988.6442420984 4753495.632411591, 418006.0593507392 4753491.426046001, 417992.7814823301 4753418.393471745, 417979.376636703 4753327.92539009, 417991.6391634274 4753322.780994228, 418154.1887112082 4753272.417013586, 418255.2320362314 4753238.338062636, 418314.0290803338 4753220.534290268, 418352.3661554225 4753211.748399811, 418386.9114302675 4753206.672913091, 418397.4182614608 4753191.110130752, 418401.2466570059 4753176.737388079, 418406.6344286479 4753190.556322764, 418413.5645412456 4753196.804590222, 418424.5511661958 4753201.005507853, 418494.2857190578 4753196.956302964, 418560.3270786515 4753198.060556106, 418617.7866480565 4753198.156543516, 418637.5523155737 4753199.366066338, 418675.0935172823 4753199.143330427, 418763.7513501938 4753200.981205479, 418832.2577971093 4753203.502726778, 419088.7643889186 4753209.137442128, 419216.6766385575 4753210.74070391, 419254.7556792029 4753214.624154855, 419294.6117086418 4753216.932034977, 419357.5260432482 4753222.856439742, 419482.5638877411 4753229.940520958, 419615.0726632876 4753233.82960683, 419708.8305617732 4753239.173968725, 419803.8939599135 4753244.504354806, 419847.7986723623 4753244.102619251, 419983.4596038496 4753245.407542536, 420095.1557552033 4753249.32639292, 420150.7337623109 4753249.12390899, 420205.9321369184 4753251.369676082, 420318.9220464251 4753254.277553983, 420328.8078107172 4753255.162374331, 420335.455216631 4753082.493276795, 420342.5197485216 4752917.593810916, 420346.0599534948 4752814.708423133, 420350.1607955615 4752739.026973822, 420352.0329284681 4752654.153170262, 420361.9036405808 4752407.367958556, 420363.6266945868 4752387.023466828, 420397.9155524141 4752401.619345061, 420440.289254574 4752416.565956388, 420614.1199806448 4752470.30744861, 420668.1537664591 4752491.340153716, 420695.8127760122 4752504.459221086, 420796.703780828 4752554.272423382, 420875.1150674303 4752594.239402882, 420933.7188357579 4752622.440566093, 420967.0092931782 4752635.606914639, 420980.6041606583 4752639.559751369, 421025.8696460004 4752650.700500441, 421066.9255485812 4752657.780622551, 421169.1249832549 4752665.602476706, 421264.6014470818 4752670.837441257, 421481.7202544182 4752685.45454268, 421700.7459747713 4752695.614241315, 421921.9756333613 4752705.866906566, 422444.9318726092 4752728.260318265, 423056.3940259175 4752753.699195968, 423196.1222217589 4752760.464250892, 423590.3606191194 4752776.278382816, 423817.3949127205 4752788.08223332, 423854.7696727204 4752787.445472254, 423909.4149134671 4752783.840939008, 423952.6856967823 4752777.586289677, 423969.2996535249 4752774.292553538, 424004.5371279222 4752764.906420217, 424026.1642561181 4752757.336994846, 424076.7132158764 4752737.564156551, 424119.4886022392 4752715.98956643, 424157.9253912115 4752693.241500556, 424189.4340809335 4752671.347584532, 424214.7552254741 4752650.854853505, 424255.3075187188 4752612.646466892, 424281.1146312393 4752584.374334862, 424581.7202079556 4752204.679194559, 424726.3252890717 4752022.618140511, 424762.2149685145 4751975.46810443, 425030.4492575882 4751639.129509331, 425050.455476616 4751617.25427062, 425081.4717870787 4751586.929414026, 425105.97975254 4751566.11584925, 425151.8182854477 4751532.520002586, 425173.7908904857 4751518.731154927, 425201.3031781167 4751503.882498521, 425240.697762515 4751485.683842473, 425275.4017890099 4751471.534637513, 425304.0396168681 4751462.560378917, 425354.9141526372 4751449.01316108, 425404.13263832 4751440.815226645, 425427.2157554771 4751439.009707726, 425489.4851311396 4751437.334340905, 425526.0018151462 4751439.714799017, 425577.590486633 4751446.818786308, 425599.9319439065 4751451.907646112, 425659.1333218926 4751468.480996132, 425714.8857903806 4751490.756244712, 425734.5021856537 4751500.539557893, 425800.8580254146 4751537.138723487, 425994.6420907959 4751649.440243738, 426088.0233410972 4751701.965792301, 426088.0834508498 4751699.966055862, 426139.6769560456 4750546.159729171, 426141.9959831057 4750473.279244423, 426142.9185091462 4750445.171074783, 426183.6644089247 4749168.540951846, 426240.9213436992 4747967.03545495, 426241.4519778753 4747955.590603121, 426265.273740224 4747457.898496256, 426265.7782884642 4747444.010623877, 426272.1397536631 4747336.436641547, 426274.9315139158 4747269.215611703, 426276.9479909574 4747221.105162607, 426280.4681075688 4747137.994813593, 426281.8409648193 4747113.658037893, 426297.1088836332 4746823.295663281, 426298.8508929528 4746749.533443526, 426311.2936201913 4746500.293594314, 426312.8381153574 4746423.312812301, 426317.8661963003 4746358.844449552, 426319.0895278383 4746343.394078544, 426320.350925585 4746331.497203876, 426320.7958461514 4746327.272178411, 426318.8314316383 4746319.296935891, 426340.9057268731 4745878.265665821, 426341.5125538895 4745866.264755214, 426166.3427650769 4745858.369088277, 426089.1805298581 4745854.977307391, 424988.0373127852 4745805.034047938, 424063.07726751 4745767.313464099, 423278.7768650241 4745735.143901552, 421801.6190181377 4745667.700226079, 421166.1783399671 4745637.523608985, 420741.0802179643 4745617.751486097, 420329.635030309 4745598.958077844, 419652.189005442 4745569.629518044, 418539.4834431431 4745520.184301136, 418356.1214764263 4745512.583957328, 418345.6563588543 4745512.041759116, 417981.2893994425 4745495.939654133, 417902.6542756161 4745493.323382686, 417779.7704035636 4745487.016196944, 417488.1575040404 4745473.958399217, 416624.6595699432 4745434.166219702, 416308.5834426865 4745419.011328892, 415904.0546804551 4745400.61984043, 415776.3420909892 4745394.074148792, 415576.9343034131 4745384.74493023, 415538.4254780418 4745382.885141687, 414910.6642430919 4745352.079715173, 414875.6735281154 4745350.624379212, 414351.440560519 4745326.919730416, 414341.2270046239 4745504.194156483, 414338.8902678413 4745539.652711618, 414334.4119505977 4745619.674665122, 414308.1270353493 4746061.260136224, 414306.4222498989 4746088.381052342, 414278.9817812649 4746548.307083658, 414256.1368944991 4746963.639526561, 414227.2358248511 4747482.560093057, 414190.623180256 4748057.220974861, 414181.6588596486 4748202.827610699, 414142.3958265993 4748819.505224719, 414104.8113887323 4749484.80934873, 414030.9529752213 4750682.903735585, 413995.6372482817 4751292.427835038, 413947.990183233 4752076.813424177, 413935.1833036334 4752246.904189496, 413935.6389500313 4752289.769781502))"
36,067,004401,36067004401,"POLYGON ((407965.8852387491 4765462.723077871, 408036.6580358485 4765466.546950036, 408098.2047022107 4765468.940553895, 408165.8638940915 4765471.474758653, 408200.6836719653 4765473.672917969, 408280.3503275294 4765478.490617237, 408303.743108502 4765479.176522513, 408357.138913927 4765481.348543584, 408406.4883898619 4765485.57444629, 408462.8981506394 4765487.706920155, 408506.3748688422 4765491.456806065, 408644.1553193016 4765497.944955791, 408741.1857374999 4765503.53567953, 408823.2834621808 4765507.438674167, 408851.7502897776 4765509.835918116, 408938.9842991441 4765514.005044785, 408951.7854591156 4765514.723146304, 409018.3979489213 4765518.279328687, 409069.5980561076 4765520.819320403, 409110.7666567538 4765522.604463073, 409161.2482852361 4765526.265389701, 409258.2703014017 4765531.308185154, 409343.2256954208 4765535.734829855, 409353.8258488373 4765536.37179237, 409362.7669931924 4765288.900420166, 409370.9278167407 4765050.102971832, 409423.8228824753 4765051.179338541, 409433.9188003829 4765050.60135516, 409442.8918390202 4765051.371093574, 409431.0024687427 4765033.424143647, 409427.3576512054 4765028.918547607, 409428.1955336163 4765018.355812403, 409428.7066623555 4765001.577491638, 409428.8377880188 4764962.257019744, 409432.3976228235 4764849.585041283, 409433.4752525433 4764826.357173645, 409342.4068817467 4764822.454469758, 409284.9241940319 4764819.662409821, 409253.7765469743 4764818.076346953, 409186.8315671 4764814.522101327, 409101.7885632318 4764810.320450652, 409083.278848728 4764809.344702937, 408986.8196564646 4764804.518750452, 408916.9355241038 4764800.56196902, 408886.9400612986 4764799.850788064, 408774.1644402151 4764793.579152432, 408660.5723821651 4764787.209202459, 408568.8331866031 4764781.992882078, 408546.4053175026 4764780.515609865, 408444.8821173391 4764774.876425786, 408404.5219462228 4764772.973261488, 408393.2999600959 4764774.678539345, 408110.636512343 4764769.029273015, 408003.3461638865 4764764.806953624, 408000.3827759958 4764823.158827275, 407990.9197851788 4764998.000063422, 407988.9120356689 4765030.459674664, 407987.9007001388 4765046.134228964, 407979.6142729522 4765205.409849958, 407965.8852387491 4765462.723077871))"
